0 1
0.3 1.3
0.6 1.69
0.9 2.197
1.2 2.8561
1.5 3.71293
1.8 4.82681
2.1 6.27485
2.4 8.15731
2.7 10.6045
3 13.7858
0 1
0.03 1.03
0.06 1.0609
0.09 1.09273
0.12 1.12551
0.15 1.15927
0.18 1.19405
0.21 1.22987
0.24 1.26677
0.27 1.30477
0.3 1.34392
0.33 1.38423
0.36 1.42576
0.39 1.46853
0.42 1.51259
0.45 1.55797
0.48 1.60471
0.51 1.65285
0.54 1.70243
0.57 1.75351
0.6 1.80611
0.63 1.86029
0.66 1.9161
0.69 1.97359
0.72 2.03279
0.75 2.09378
0.78 2.15659
0.81 2.22129
0.84 2.28793
0.87 2.35657
0.9 2.42726
0.93 2.50008
0.96 2.57508
0.99 2.65234
1.02 2.73191
1.05 2.81386
1.08 2.89828
1.11 2.98523
1.14 3.07478
1.17 3.16703
1.2 3.26204
1.23 3.3599
1.26 3.4607
1.29 3.56452
1.32 3.67145
1.35 3.7816
1.38 3.89504
1.41 4.0119
1.44 4.13225
1.47 4.25622
1.5 4.38391
1.53 4.51542
1.56 4.65089
1.59 4.79041
1.62 4.93412
1.65 5.08215
1.68 5.23461
1.71 5.39165
1.74 5.5534
1.77 5.72
1.8 5.8916
1.83 6.06835
1.86 6.2504
1.89 6.43791
1.92 6.63105
1.95 6.82998
1.98 7.03488
2.01 7.24593
2.04 7.46331
2.07 7.68721
2.1 7.91782
2.13 8.15536
2.16 8.40002
2.19 8.65202
2.22 8.91158
2.25 9.17893
2.28 9.45429
2.31 9.73792
2.34 10.0301
2.37 10.331
2.4 10.6409
2.43 10.9601
2.46 11.2889
2.49 11.6276
2.52 11.9764
2.55 12.3357
2.58 12.7058
2.61 13.087
2.64 13.4796
2.67 13.8839
2.7 14.3005
2.73 14.7295
2.76 15.1714
2.79 15.6265
2.82 16.0953
2.85 16.5782
2.88 17.0755
2.91 17.5878
2.94 18.1154
2.97 18.6589
3 19.2186
0 1
0.03 1.03
0.06 1.0609
0.09 1.09273
0.12 1.12551
0.15 1.15927
0.18 1.19405
0.21 1.22987
0.24 1.26677
0.27 1.30477
0.3 1.34392
0.33 1.38423
0.36 1.42576
0.39 1.46853
0.42 1.51259
0.45 1.55797
0.48 1.60471
0.51 1.65285
0.54 1.70243
0.57 1.75351
0.6 1.80611
0.63 1.86029
0.66 1.9161
0.69 1.97359
0.72 2.03279
0.75 2.09378
0.78 2.15659
0.81 2.22129
0.84 2.28793
0.87 2.35657
0.9 2.42726
0.93 2.50008
0.96 2.57508
0.99 2.65234
1.02 2.73191
1.05 2.81386
1.08 2.89828
1.11 2.98523
1.14 3.07478
1.17 3.16703
1.2 3.26204
1.23 3.3599
1.26 3.4607
1.29 3.56452
1.32 3.67145
1.35 3.7816
1.38 3.89504
1.41 4.0119
1.44 4.13225
1.47 4.25622
1.5 4.38391
1.53 4.51542
1.56 4.65089
1.59 4.79041
1.62 4.93412
1.65 5.08215
1.68 5.23461
1.71 5.39165
1.74 5.5534
1.77 5.72
1.8 5.8916
1.83 6.06835
1.86 6.2504
1.89 6.43791
1.92 6.63105
1.95 6.82998
1.98 7.03488
2.01 7.24593
2.04 7.46331
2.07 7.68721
2.1 7.91782
2.13 8.15536
2.16 8.40002
2.19 8.65202
2.22 8.91158
2.25 9.17893
2.28 9.45429
2.31 9.73792
2.34 10.0301
2.37 10.331
2.4 10.6409
2.43 10.9601
2.46 11.2889
2.49 11.6276
2.52 11.9764
2.55 12.3357
2.58 12.7058
2.61 13.087
2.64 13.4796
2.67 13.8839
2.7 14.3005
2.73 14.7295
2.76 15.1714
2.79 15.6265
2.82 16.0953
2.85 16.5782
2.88 17.0755
2.91 17.5878
2.94 18.1154
2.97 18.6589
3 19.2186
0 1
0.03 1.03
0.06 1.0609
0.09 1.09273
0.12 1.12551
0.15 1.15927
0.18 1.19405
0.21 1.22987
0.24 1.26677
0.27 1.30477
0.3 1.34392
0.33 1.38423
0.36 1.42576
0.39 1.46853
0.42 1.51259
0.45 1.55797
0.48 1.60471
0.51 1.65285
0.54 1.70243
0.57 1.75351
0.6 1.80611
0.63 1.86029
0.66 1.9161
0.69 1.97359
0.72 2.03279
0.75 2.09378
0.78 2.15659
0.81 2.22129
0.84 2.28793
0.87 2.35657
0.9 2.42726
0.93 2.50008
0.96 2.57508
0.99 2.65234
1.02 2.73191
1.05 2.81386
1.08 2.89828
1.11 2.98523
1.14 3.07478
1.17 3.16703
1.2 3.26204
1.23 3.3599
1.26 3.4607
1.29 3.56452
1.32 3.67145
1.35 3.7816
1.38 3.89504
1.41 4.0119
1.44 4.13225
1.47 4.25622
1.5 4.38391
1.53 4.51542
1.56 4.65089
1.59 4.79041
1.62 4.93412
1.65 5.08215
1.68 5.23461
1.71 5.39165
1.74 5.5534
1.77 5.72
1.8 5.8916
1.83 6.06835
1.86 6.2504
1.89 6.43791
1.92 6.63105
1.95 6.82998
1.98 7.03488
2.01 7.24593
2.04 7.46331
2.07 7.68721
2.1 7.91782
2.13 8.15536
2.16 8.40002
2.19 8.65202
2.22 8.91158
2.25 9.17893
2.28 9.45429
2.31 9.73792
2.34 10.0301
2.37 10.331
2.4 10.6409
2.43 10.9601
2.46 11.2889
2.49 11.6276
2.52 11.9764
2.55 12.3357
2.58 12.7058
2.61 13.087
2.64 13.4796
2.67 13.8839
2.7 14.3005
2.73 14.7295
2.76 15.1714
2.79 15.6265
2.82 16.0953
2.85 16.5782
2.88 17.0755
2.91 17.5878
2.94 18.1154
2.97 18.6589
3 19.2186
0 1
0.3 1.3
0.6 1.69
0.9 2.197
1.2 2.8561
1.5 3.71293
1.8 4.82681
2.1 6.27485
2.4 8.15731
2.7 10.6045
3 13.7858
